altura,ano,cambio,car_price,carroceria,combustivel,comprimento,consumo,cor,direcao,entre_eixos,km_andado,largura,marca_carro,motorizacao,nome_carro,ocupantes,peso,porta_malas,tanque,url,velocidade_maxima
1464.0,2023/2023,Manual,60900.0,Sedan,Flex,4213.0,13.4,Branco,Hidráulica,2467.0,20.0,1656.0,Volkswagen,1.0,Volkswagen Voyage,5.0,1015.0,480.0,55.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/volkswagen/voyage/2023/1-0-mpi-flex/detalhes/10851625?page=detail&sort=0,162.0
1462.0,2015/2015,Manual,46900.0,Sedan,Flex,4215.0,10.7,Prata,Suspensão,2465.0,89.329,1656.0,Volkswagen,1.6,Volkswagen Voyage,5.0,985.0,480.0,55.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/volkswagen/voyage/2015/1-6-vht-city-flex/detalhes/9168290?page=detail&sort=0,189.0
1696.0,2021/2021,Automática,91900.0,SUV,Flex,4232.0,,Azul,Hidráulica,2570.0,51.135,1798.0,Jeep,1.8,Jeep Renegade,5.0,1465.0,320.0,60.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/jeep/renegade/2021/longitude-1-8-4x2-aut-flex/detalhes/8895871?page=detail&sort=0,180.0
1500.0,2015/2015,Manual,36900.0,Hatch,Flex,3605.0,13.2,Branco,Suspensão,2421.0,82.548,1645.0,Volkswagen,1.0,Volkswagen Up!,5.0,910.0,285.0,50.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/volkswagen/up/2015/1-0-12v-e-flex-take-up-2p/detalhes/8794431?page=detail&sort=0,163.0
1490.0,2017/2018,Manual,42900.0,Hatch,Flex,3566.0,13.5,Branco,Suspensão,2305.0,67.0,1633.0,Fiat,1.0,Fiat Mobi,5.0,907.0,235.0,47.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/fiat/mobi/2018/easy-1-0/detalhes/8522092?page=detail&sort=0,161.0
1590.0,2017/2017,Automática,99990.0,SUV,Flex,4388.0,,Prata,Suspensão,2603.0,86.954,1831.0,Audi,1.4,Audi Q3,5.0,1405.0,460.0,64.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/audi/q3/2017/1-4-tfsi-attraction-s-tronic/detalhes/11283452?page=detail&sort=0,
1755.0,2012/2013,Automática,75900.0,SUV,Gasolina,4685.0,,Prata,Suspensão,2700.0,121.373,1885.0,Kia,3.5,Kia Sorento,7.0,1904.0,258.0,70.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/kia/sorento/2013/ex-3-5-v6-4wd-auts-658/detalhes/11331634?page=detail&sort=0,
1468.0,2018/2019,Manual,64990.0,Hatch,Flex,4057.0,,Branco,Suspensão,2568.0,83.933,1751.0,Volkswagen,1.0,Volkswagen Polo,5.0,1058.0,300.0,52.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/volkswagen/polo/2019/1-0-flex/detalhes/11078227?page=detail&sort=0,166.0
1670.0,2019/2020,Automática,91990.0,SUV,Flex,4505.0,9.7,Branco,Suspensão,2670.0,74.54,1837.0,CAOA Chery,1.5,CAOA Chery Tiggo 7,5.0,1440.0,414.0,57.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/caoa-chery/tiggo-7/2020/1-5-txs-turbo-flex-aut/detalhes/11436107?page=detail&sort=0,
1476.0,2020/2020,Manual,68900.0,Hatch,Flex,4163.0,11.2,Branco,Elétrica,2551.0,88.185,1731.0,Chevrolet,1.0,Chevrolet Onix,5.0,1075.0,291.0,44.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/chevrolet/onix/2020/lt-1-0-turbo-flex/detalhes/11048861?page=detail&sort=0,16.0
