altura,ano,cambio,car_price,carroceria,combustivel,comprimento,consumo,cor,direcao,entre_eixos,km_andado,largura,marca_carro,motorizacao,nome_carro,ocupantes,peso,porta_malas,tanque,url,velocidade_maxima
1665.0,2019/2019,Automática,115900.0,SUV,Flex,4480.0,,Preto,Suspensão,2670.0,56.3,1855.0,Kia,2.0,Kia Sportage,5.0,1570.0,868.0,62.0,https://www.mobiauto.com.br/comprar/carros/ma-sao-luis/kia/sportage/2019/2-0-ex-flex-aut-p-263/detalhes/9115154?page=detail&sort=0,
1725.0,2022/2023,Automática,529990.0,SUV,Híbrido,4870.0,,Cinza,Elétrica,2820.0,0.0,1950.0,BYD,,BYD Tan ,7.0,2479.0,600.0,,https://www.mobiauto.com.br/comprar/carros/ma-sao-luis/byd/tan/2023/ev/detalhes/7316112?page=detail&sort=0,
1615.0,2023/2023,Automática,269990.0,SUV,Híbrido,4455.0,,Verde,Elétrica,2720.0,0.0,1875.0,BYD,,BYD Yuan Plus,5.0,1900.0,574.0,,https://www.mobiauto.com.br/comprar/carros/ma-sao-luis/byd/yuan-plus/2023/ev/detalhes/7812585?page=detail&sort=0,
1427.0,2017/2017,Automática,109990.0,Sedan,Gasolina,4726.0,,Branco,Suspensão,2820.0,30.0,1842.0,Audi,2.0,Audi A4,5.0,1465.0,480.0,54.0,https://www.mobiauto.com.br/comprar/carros/ma-sao-luis/audi/a4/2017/2-0-tfsi-attraction-s-tronic/detalhes/8838208?page=detail&sort=0,
1730.0,2016/2017,Automática,62900.0,SUV,Flex,4325.0,7.2,Prata,Suspensão,2630.0,101.785,1830.0,Hyundai,2.0,Hyundai Tucson,5.0,1549.0,644.0,65.0,https://www.mobiauto.com.br/comprar/carros/ma-sao-luis/hyundai/tucson/2017/gls-2-0l-16v-base-flex-aut/detalhes/10930850?page=detail&sort=0,
1746.0,2020/2020,Automática,0.0,Picapes,Diesel,4915.0,,Vinho,Suspensão,2990.0,54.901,1844.0,Fiat,2.0,Fiat Toro,5.0,1871.0,,60.0,https://www.mobiauto.com.br/comprar/carros/ma-sao-luis/fiat/toro/2020/2-0-tdi-volcano-auto-4wd/detalhes/10964877?page=detail&sort=0,
1820.0,2009/2009,Manual,0.0,Picapes,Diesel,5255.0,,Cinza,Suspensão,3085.0,196.473,1760.0,Toyota,2.5,Toyota Hilux Cabine Dupla,5.0,1855.0,,80.0,https://www.mobiauto.com.br/comprar/carros/ma-sao-luis/toyota/hilux-cabine-dupla/2009/hilux-std-4x4-2-5-cab-dupla/detalhes/10968454?page=detail&sort=0,
1493.0,2020/2021,Automática,119990.0,,Flex,4266.0,10.7,Vermelho,Elétrica,2566.0,27.792,1757.0,Volkswagen,1.0,Volkswagen Nivus,5.0,1199.0,415.0,52.0,https://www.mobiauto.com.br/comprar/carros/ma-sao-luis/volkswagen/nivus/2021/highline-1-0-turbo-aut-flex/detalhes/8991573?page=detail&sort=0,
1780.0,2016/2016,Manual,0.0,Picapes,Diesel,5230.0,,Prata,Suspensão,3200.0,101.147,1850.0,Nissan,2.5,Nissan Frontier,5.0,2054.0,,80.0,https://www.mobiauto.com.br/comprar/carros/ma-sao-luis/nissan/frontier/2016/2-5-td-cd-s-4x4/detalhes/10968805?page=detail&sort=0,
1586.0,2022/2023,Manual,72999.0,Hatch,Flex,3981.0,12.9,Prata,Elétrica,2540.0,49.0,1733.0,Citroën,1.0,Citroën C3,5.0,1056.0,315.0,47.0,https://www.mobiauto.com.br/comprar/carros/ma-sao-luis/citroen/c3/2023/feel-1-0-flex/detalhes/10984677?page=detail&sort=0,160.0
