altura,ano,cambio,car_price,carroceria,combustivel,comprimento,consumo,cor,direcao,entre_eixos,km_andado,largura,marca_carro,motorizacao,nome_carro,ocupantes,peso,porta_malas,tanque,url,velocidade_maxima
1464.0,2023/2023,Manual,62900.0,Sedan,Flex,4213.0,13.4,Cinza,Hidráulica,2467.0,23.0,1656.0,Volkswagen,1.0,Volkswagen Voyage,5.0,1015.0,480.0,55.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/volkswagen/voyage/2023/1-0-mpi-flex/detalhes/10820682?page=detail&sort=0,162.0
1529.0,2020/2021,Automática,59900.0,Sedan,Flex,4349.0,,Branco,Suspensão,2635.0,92.433,1733.0,Renault,1.6,Renault Logan,5.0,1062.0,510.0,50.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/renault/logan/2021/zen-1-6-16v-sce-flex-cvt/detalhes/9701423?page=detail&sort=0,184.0
1474.0,2020/2021,Manual,44900.0,Hatch,Flex,3680.0,10.8,Branco,Elétrica,2423.0,56.447,1579.0,Renault,1.0,Renault Kwid,5.0,779.0,290.0,38.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/renault/kwid/2021/zen-1-0-12v-sce-flex/detalhes/9838503?page=detail&sort=0,152.0
1528.0,2017/2017,Manual,43900.0,Hatch,Flex,3827.0,12.9,Branco,Suspensão,2450.0,120.0,1675.0,Nissan,1.0,Nissan March,5.0,964.0,265.0,41.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/nissan/march/2017/1-0-12v-sv-flex/detalhes/11369938?page=detail&sort=0,
1502.0,2020/2020,Manual,46900.0,Hatch,Flex,3566.0,12.7,Branco,Suspensão,2305.0,30.0,1633.0,Fiat,1.0,Fiat Mobi,5.0,933.0,215.0,47.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/fiat/mobi/2020/like-1-0-flex/detalhes/11369943?page=detail&sort=0,161.0
1475.0,2012/2012,Manual,49900.0,Sedan,Flex,4600.0,,Preto,Suspensão,2685.0,139.0,1788.0,Chevrolet,1.8,Chevrolet Cruze,5.0,1399.0,450.0,60.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/chevrolet/cruze/2012/lt-1-8-16v-ecotec-flex/detalhes/11369968?page=detail&sort=0,203.0
1469.0,2018/2018,Automática,61900.0,Hatch,Flex,4360.0,9.7,Branco,Suspensão,2648.0,68.0,1823.0,Ford,2.0,Ford Focus Hatch,5.0,1310.0,316.0,55.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/ford/focus-hatch/2018/se-2-0-powershift/detalhes/11369970?page=detail&sort=0,
1683.0,2017/2017,Manual,59900.0,SUV,Flex,4329.0,,Marrom,Suspensão,2674.0,86.0,1822.0,Renault,1.6,Renault Duster,5.0,1202.0,475.0,50.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/renault/duster/2017/1-6-16v-expression-flex/detalhes/11369976?page=detail&sort=0,165.0
1559.0,2017/2017,Manual,52000.0,Hatch,Flex,4066.0,,Prata,Suspensão,2590.0,70.0,1761.0,Renault,1.6,Renault Sandero Stepway,5.0,1102.0,320.0,50.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/renault/sandero-stepway/2017/1-6-16v-sce-flex/detalhes/11369972?page=detail&sort=0,182.0
1470.0,2022/2022,Automática,81800.0,Hatch,Flex,3940.0,12.2,Prata,Elétrica,2530.0,27.018,1720.0,Hyundai,1.0,Hyundai HB20,5.0,1091.0,300.0,50.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/hyundai/hb20/2022/platinum-bluelink-1-0-turbo-flex-aut/detalhes/11373243?page=detail&sort=0,
1525.0,2019/2019,Manual,48900.0,Hatch,Flex,3941.0,13.4,Branco,Suspensão,2490.0,67.527,1774.0,Ford,1.0,Ford Ka,5.0,1037.0,257.0,51.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/ford/ka/2019/1-0-se-flex/detalhes/11167989?page=detail&sort=0,
1788.0,2014/2014,Manual,84900.0,Picapes,Flex,5367.0,,Prata,Suspensão,3096.0,170.0,1882.0,Chevrolet,2.4,Chevrolet S10 Cabine Dupla,5.0,1702.0,,80.0,https://www.mobiauto.com.br/comprar/carros/se-aracaju/chevrolet/s10-cabine-dupla/2014/s10-ltz-2-4-4x2-cab-dupla-flex/detalhes/11374191?page=detail&sort=0,163.0
